source,description,severity,status,ip,hash,timestamp
Wazuh,Malicious PowerShell Empire C2 beacon detected communicating with 198.11.85.255,Critical,Open,198.11.85.255,,2026-08-24T00:33:39
Firewall,Suspicious outbound connection from VPN-GW01 to known malicious IP 139.226.108.236,High,Open,139.226.108.236,,2026-06-02T16:38:28
Linux,"Outdated software vulnerability detected on HR-LAPTOP07, no known active exploit",Medium,Open,,,2026-06-26T04:34:25
Windows,User admin logged out after normal session on MAIL-GW01,Low,Open,196.155.81.155,,2026-01-17T15:37:24
Wazuh,New device registered on the corporate network from 160.25.207.69,Low,Open,160.25.207.69,,2026-07-03T04:11:48
SIEM,Repeated DNS requests to newly registered domain from WEB-SRV02,Medium,Open,56.64.19.18,,2026-01-08T14:18:55
Linux,Login for user svc_sql observed from a new geographic location,Medium,Open,,,2026-07-05T14:59:29
Firewall,User jdoe logged out after normal session on HR-LAPTOP07,Low,Open,,,2026-04-22T08:21:30
Cloud,Port scan detected from internal host HR-LAPTOP07,Medium,Open,,,2026-06-07T11:54:24
SIEM,"Critical CVE exploitation attempt succeeded against APP-SRV03, remote code execution confirmed",Critical,Open,,,2026-06-05T14:01:20
Cloud,Routine configuration change applied on HR-LAPTOP07 by jdoe,Low,Open,121.98.117.37,,2026-07-11T09:27:23
Wazuh,Repeated DNS requests to newly registered domain from WEB-SRV02,Medium,Open,,,2026-04-01T13:00:07
Firewall,"Outdated software vulnerability detected on MAIL-GW01, no known active exploit",Medium,Open,,,2026-01-05T12:15:43
Cloud,New device registered on the corporate network from 46.112.95.205,Low,Open,46.112.95.205,,2026-01-25T12:52:35
Windows,Repeated DNS requests to newly registered domain from APP-SRV03,High,Open,,810ce4382e8d37a5cc8d7ce9c92aa8a133451fb7c1b32f2d17c6da7d438ab1cf,2026-02-22T18:33:22
Linux,System patch applied successfully on FIN-WKSTN14,Low,Open,106.87.134.37,,2026-04-20T02:27:46
Linux,Multiple failed login attempts detected for user k.nguyen followed by a successful login,High,Open,,,2026-03-17T04:00:29
Windows,Routine configuration change applied on APP-SRV03 by r.patel,Low,Open,,,2026-05-05T11:15:47
Zeek,System patch applied successfully on WEB-SRV02,Low,Open,,,2026-04-25T17:59:45
Sysmon,Successful VPN login for user r.patel from 25.204.88.143,Low,Open,25.204.88.143,,2026-08-09T09:11:08
Suricata,"Outdated software vulnerability detected on DB-SRV01, no known active exploit",High,Open,,,2026-05-23T07:28:51
Suricata,Scheduled antivirus scan completed on WEB-SRV02 with no threats found,Low,Open,,,2026-03-19T12:29:45
IDS,Successful VPN login for user guest from 161.249.88.15,Low,Open,161.249.88.15,,2026-04-26T16:46:18
Endpoint,Unusual process spawned by Office application on WIN-DC01,Medium,Open,,,2026-05-15T18:30:10
SIEM,"Domain controller FIN-WKSTN14 compromised, Mimikatz credential dumping activity detected",High,Open,,a1e91f3e64e1bb07210c96906308b416d1922937a5bb7ba41bc211df00cd12ce,2026-07-06T00:26:08
Wazuh,Repeated DNS requests to newly registered domain from DB-SRV01,Medium,Open,,,2026-08-07T11:33:31
Zeek,Suspicious email attachment quarantined for user k.nguyen,Medium,Open,,,2026-08-25T09:05:22
Suricata,"Critical CVE exploitation attempt succeeded against APP-SRV03, remote code execution confirmed",Critical,Open,,,2026-06-04T12:32:40
Firewall,"Ransomware encryption activity detected on host HR-LAPTOP07, mass file rename observed",Critical,Open,,052d2f9c156308782cc54263df01bcbdce1c7c42cbb199891edc6967db09c5e6,2026-06-18T11:40:50
Sysmon,Multiple failed login attempts detected for user r.patel followed by a successful login,High,Open,,,2026-04-19T21:07:06
Endpoint,Scheduled antivirus scan completed on MAIL-GW01 with no threats found,Low,Open,,,2026-06-18T03:20:42
Wazuh,Unauthorized access attempt to sensitive file share on APP-SRV03 by user r.patel,High,Open,184.38.150.147,,2026-07-21T05:01:06
Firewall,Suspicious outbound connection from WIN-DC01 to known malicious IP 157.91.103.181,High,Open,157.91.103.181,,2026-03-26T03:42:21
Sysmon,Data exfiltration detected: large outbound transfer from DB-SRV01 to external IP 192.74.70.246,Critical,Open,192.74.70.246,,2026-04-14T22:50:52
Email,System patch applied successfully on MAIL-GW01,Low,Open,,2c6aefb51f04085d502f34249267dceec1f625dff7254ec0eafdb769632ca960,2026-08-13T13:23:10
Firewall,Unusual process spawned by Office application on HR-LAPTOP07,Medium,Open,50.150.12.38,2b0bfc89e9f0104dec99dfc9ee92d6cbd18a10d7ba7f61c8d5ee23b4c7a61be0,2026-02-12T18:24:39
Cloud,Scheduled antivirus scan completed on APP-SRV03 with no threats found,Low,Open,,,2026-02-18T19:14:41
Zeek,Informational: password changed successfully for user r.patel,Low,Open,120.206.108.234,,2026-01-13T16:30:07
IDS,Repeated DNS requests to newly registered domain from MAIL-GW01,Medium,Open,,,2026-01-23T00:09:39
Firewall,Routine configuration change applied on MAIL-GW01 by admin,Low,Open,54.76.115.134,,2026-01-19T07:26:06
Linux,Successful VPN login for user admin from 188.103.82.134,Low,Open,188.103.82.134,,2026-05-02T15:26:19
SIEM,Routine configuration change applied on APP-SRV03 by svc_sql,Low,Open,189.181.171.93,,2026-03-29T04:01:16
Linux,Suspicious outbound connection from WEB-SRV02 to known malicious IP 55.65.119.241,High,Open,55.65.119.241,,2026-08-27T20:11:26
Linux,Firewall blocked unusual outbound traffic from VPN-GW01 to 157.75.69.169,Low,Open,157.75.69.169,,2026-03-15T17:44:04
SIEM,System patch applied successfully on DB-SRV01,Low,Open,,,2026-02-25T10:14:27
Endpoint,Brute force attack detected against SSH service on VPN-GW01 from 26.28.31.161,High,Open,26.28.31.161,,2026-08-03T21:25:48
Sysmon,User jdoe logged out after normal session on HR-LAPTOP07,Low,Open,124.115.183.73,,2026-03-13T13:12:41
Cloud,Data exfiltration detected: large outbound transfer from WEB-SRV02 to external IP 94.239.224.85,Critical,Open,94.239.224.85,,2026-01-26T20:23:06
Zeek,Informational: password changed successfully for user k.nguyen,Low,Open,,ee98f7b6b49e93e3b9e68961a7f07636d22675d1f52b5ff609d5a2a53e9da6a7,2026-05-19T08:24:05
SIEM,"Outdated software vulnerability detected on HR-LAPTOP07, no known active exploit",Medium,Open,107.171.7.5,,2026-02-08T09:38:33
Windows,Phishing email with malicious attachment hash 5c325606ad327f28 delivered to guest,High,Open,,5c325606ad327f28a0053ee1ba4dd67b2a0e0a64c03372074f94ab37d11a3319,2026-04-27T06:01:18
Linux,Successful VPN login for user guest from 27.214.120.33,Low,Open,27.214.120.33,,2026-06-29T08:32:28
Zeek,Privilege escalation to SYSTEM detected on HR-LAPTOP07 followed by lateral movement attempt,Critical,Open,,,2026-08-01T23:14:29
Linux,Repeated DNS requests to newly registered domain from MAIL-GW01,Medium,Open,,,2026-04-26T22:39:45
Linux,Suspicious outbound connection from FIN-WKSTN14 to known malicious IP 77.216.1.96,High,Open,77.216.1.96,,2026-07-12T11:27:35
Linux,Informational: password changed successfully for user r.patel,Low,Open,,,2026-02-12T21:22:35
IDS,System patch applied successfully on WEB-SRV02,Low,Open,,,2026-01-08T01:23:28
Sysmon,"Outdated software vulnerability detected on HR-LAPTOP07, no known active exploit",High,Open,,,2026-05-26T15:49:46
Sysmon,"Critical CVE exploitation attempt succeeded against FIN-WKSTN14, remote code execution confirmed",High,Open,,,2026-02-19T15:03:34
Firewall,Suspicious email attachment quarantined for user svc_sql,Medium,Open,32.248.157.152,,2026-01-30T17:51:20
Sysmon,"Critical CVE exploitation attempt succeeded against APP-SRV03, remote code execution confirmed",Critical,Open,,,2026-01-08T02:26:34
Endpoint,Informational: password changed successfully for user jdoe,Low,Open,51.55.39.234,,2026-07-03T12:28:07
Linux,"Critical CVE exploitation attempt succeeded against APP-SRV03, remote code execution confirmed",Critical,Open,,,2026-02-14T19:58:46
Suricata,Malware signature 066b185963749927 detected by antivirus on DB-SRV01,High,Open,132.247.189.133,066b1859637499270093d20a7143b2cfbc9c77a79220a038fd84fd3af7aa342e,2026-02-08T05:54:19
Suricata,System patch applied successfully on MAIL-GW01,Low,Open,,,2026-04-08T08:25:45
Firewall,Successful VPN login for user admin from 46.209.46.60,Low,Open,46.209.46.60,,2026-03-10T03:13:49
Cloud,Data exfiltration detected: large outbound transfer from APP-SRV03 to external IP 37.62.34.114,Critical,Open,37.62.34.114,,2026-02-13T22:28:15
Wazuh,Brute force attack detected against SSH service on DB-SRV01 from 210.83.54.220,High,Open,210.83.54.220,,2026-04-27T05:36:49
Suricata,Suspicious outbound connection from WIN-DC01 to known malicious IP 76.80.249.87,High,Open,76.80.249.87,,2026-08-17T08:32:23
Suricata,Unusual process spawned by Office application on WEB-SRV02,Medium,Open,,,2026-02-19T06:19:33
Suricata,Repeated DNS requests to newly registered domain from FIN-WKSTN14,Medium,Open,33.234.167.251,,2026-06-09T16:33:38
Sysmon,User svc_backup logged out after normal session on FIN-WKSTN14,Low,Open,,557829500dc5e14dc08a1bd652f910721277b65459e227c01d04ef1ac8c3d1fd,2026-07-24T04:04:48
IDS,Malware signature 7e568d2ed47366d3 detected by antivirus on WIN-DC01,High,Open,,7e568d2ed47366d30892d9463cb8936e5efcbfd1d689518d2faa3e02f6595159,2026-04-14T12:58:23
Suricata,Multiple failed login attempts detected for user svc_backup followed by a successful login,High,Open,98.104.227.43,,2026-05-31T13:37:14
Windows,Brute force attack detected against SSH service on WEB-SRV02 from 178.188.48.251,High,Open,178.188.48.251,,2026-05-03T07:11:53
Wazuh,Suspicious PowerShell script execution detected on MAIL-GW01,High,Open,,,2026-08-24T20:03:23
Suricata,Login for user r.patel observed from a new geographic location,Medium,Open,,,2026-02-21T10:21:10
Wazuh,Informational: password changed successfully for user jdoe,Low,Open,40.187.100.160,,2026-08-10T08:22:14
Firewall,"Outdated software vulnerability detected on HR-LAPTOP07, no known active exploit",Medium,Open,192.89.78.47,,2026-01-12T09:23:03
SIEM,Informational: password changed successfully for user r.patel,Low,Open,178.129.100.77,,2026-02-16T19:17:25
Sysmon,Malware signature fac301fff652fb17 detected by antivirus on HR-LAPTOP07,High,Open,,fac301fff652fb17d2514a26f66e1695998e908fd0ed47a20fda22f1b2f75b28,2026-04-10T08:09:56
Windows,User k.nguyen logged out after normal session on WEB-SRV02,Low,Open,,,2026-07-16T23:42:53
IDS,Known ransomware hash f15132972264cc33 executed on VPN-GW01,Critical,Open,194.71.14.185,f15132972264cc33a8a1a5c7533c19e540a7f0ff8b89f1462e29c2a78dfcd4d5,2026-08-12T18:44:28
Wazuh,Port scan detected from internal host MAIL-GW01,Medium,Open,,c2904bfe06cc1a1c71cc7d0b142d803061351704b408a56ebeb735c11d14ebf9,2026-04-17T03:50:49
Sysmon,"Critical CVE exploitation attempt succeeded against DB-SRV01, remote code execution confirmed",Critical,Open,,,2026-08-11T04:11:13
Firewall,Scheduled antivirus scan completed on DB-SRV01 with no threats found,Low,Open,,,2026-02-21T19:06:41
Suricata,User guest logged out after normal session on DB-SRV01,Low,Open,,,2026-01-30T07:04:45
Cloud,Repeated DNS requests to newly registered domain from WIN-DC01,Medium,Open,,,2026-03-22T14:23:11
Firewall,Successful VPN login for user r.patel from 65.107.30.67,Low,Open,65.107.30.67,78c343523a9a780025ed5469f955acef2446ef1a92c1c268bc9e8c0ade8c670e,2026-02-16T08:14:17
Sysmon,System patch applied successfully on WIN-DC01,Low,Open,,,2026-08-30T15:25:34
Windows,New device registered on the corporate network from 141.63.243.31,Low,Open,141.63.243.31,,2026-08-07T20:23:59
Firewall,Suspicious PowerShell script execution detected on APP-SRV03,High,Open,121.209.59.95,,2026-08-11T14:41:37
Cloud,Routine configuration change applied on VPN-GW01 by k.nguyen,Low,Open,,,2026-07-06T19:41:20
Endpoint,Unauthorized access attempt to sensitive file share on DB-SRV01 by user guest,Critical,Open,,,2026-06-24T21:25:09
Firewall,Suspicious email attachment quarantined for user svc_backup,Medium,Open,87.116.31.173,,2026-05-15T03:08:46
Email,Unauthorized access attempt to sensitive file share on MAIL-GW01 by user r.patel,High,Open,,,2026-03-27T12:13:42
SIEM,System patch applied successfully on WIN-DC01,Low,Open,,,2026-04-10T08:23:47
Linux,Brute force attack detected against SSH service on APP-SRV03 from 56.57.179.77,Critical,Open,56.57.179.77,,2026-07-23T16:44:44
Firewall,New device registered on the corporate network from 204.207.252.16,Low,Open,204.207.252.16,,2026-02-07T03:06:37
IDS,"Domain controller WIN-DC01 compromised, Mimikatz credential dumping activity detected",Critical,Open,63.46.23.105,89673675b5c36578ad9a4695c99ed058dd6851b7def78b5f7bc2a5ccba28fc5b,2026-07-18T09:54:19
Windows,Successful VPN login for user r.patel from 36.240.29.215,Low,Open,36.240.29.215,,2026-03-22T20:44:38
Endpoint,"Outdated software vulnerability detected on WIN-DC01, no known active exploit",Medium,Open,,,2026-08-22T15:36:58
Wazuh,System patch applied successfully on WIN-DC01,Low,Open,69.75.178.172,,2026-02-08T09:38:50
Email,Multiple failed login attempts detected for user asmith followed by a successful login,High,Open,44.158.137.140,,2026-05-02T03:00:20
Suricata,"Ransomware encryption activity detected on host DB-SRV01, mass file rename observed",Critical,Open,194.125.110.123,2e8bdc9710b3adebc6bb945e2e4cc4bcb08c0f01298370cd581e300dd183f440,2026-03-16T15:11:28
Zeek,Port scan detected from internal host WEB-SRV02,Medium,Open,,,2026-06-26T08:49:09
Wazuh,Routine configuration change applied on DB-SRV01 by jdoe,Low,Open,174.61.60.199,,2026-01-08T23:02:01
Firewall,Unusual process spawned by Office application on APP-SRV03,Medium,Open,,,2026-06-02T08:35:38
Cloud,Routine configuration change applied on WEB-SRV02 by svc_sql,Low,Open,134.65.102.191,,2026-06-24T13:36:58
Linux,Suspicious email attachment quarantined for user admin,Medium,Open,213.62.117.200,,2026-08-16T11:48:24
IDS,User guest logged out after normal session on DB-SRV01,Low,Open,,,2026-04-07T15:58:57
Endpoint,Firewall blocked unusual outbound traffic from MAIL-GW01 to 90.99.79.159,Medium,Open,90.99.79.159,,2026-06-28T05:46:30
Wazuh,Scheduled antivirus scan completed on DB-SRV01 with no threats found,Low,Open,152.53.73.14,,2026-01-31T01:50:32
Suricata,New device registered on the corporate network from 38.22.230.163,Low,Open,38.22.230.163,,2026-07-22T11:01:11
IDS,Scheduled antivirus scan completed on DB-SRV01 with no threats found,Low,Open,20.171.212.131,,2026-01-03T23:20:27
Email,Suspicious email attachment quarantined for user svc_backup,Medium,Open,,,2026-05-22T13:39:33
Sysmon,Successful VPN login for user svc_backup from 42.143.35.145,Low,Open,42.143.35.145,,2026-07-21T08:16:57
Sysmon,Successful VPN login for user r.patel from 161.157.88.33,Low,Open,161.157.88.33,,2026-01-10T14:31:26
Email,Firewall blocked unusual outbound traffic from WEB-SRV02 to 45.25.86.169,Medium,Open,45.25.86.169,,2026-06-03T11:17:02
Linux,Privilege escalation to SYSTEM detected on DB-SRV01 followed by lateral movement attempt,Critical,Open,,,2026-02-28T05:24:24
SIEM,Informational: password changed successfully for user guest,Low,Open,,850cb45576d630c510f60485cd48eb7f90af289cbdf81cf6b98b78a28cddb686,2026-03-30T19:05:15
SIEM,Login for user svc_backup observed from a new geographic location,Medium,Open,,,2026-01-09T23:51:48
SIEM,Suspicious email attachment quarantined for user r.patel,Medium,Open,68.27.22.186,,2026-02-24T12:35:48
Suricata,Suspicious PowerShell script execution detected on MAIL-GW01,High,Open,,,2026-03-13T18:30:38
Wazuh,Port scan detected from internal host WEB-SRV02,Low,Open,16.55.102.222,,2026-01-03T06:47:26
Endpoint,Routine configuration change applied on VPN-GW01 by admin,Low,Open,,,2026-01-05T21:43:24
IDS,Suspicious email attachment quarantined for user svc_sql,Medium,Open,,,2026-03-17T23:05:52
Wazuh,Firewall blocked unusual outbound traffic from APP-SRV03 to 220.186.229.30,Medium,Open,220.186.229.30,,2026-04-19T19:16:34
Zeek,New device registered on the corporate network from 200.41.229.156,Low,Open,200.41.229.156,,2026-02-04T10:33:25
IDS,Unusual process spawned by Office application on WIN-DC01,Medium,Open,,,2026-04-12T09:48:58
Zeek,Port scan detected from internal host HR-LAPTOP07,Medium,Open,,c6170fca1d9be48153ef6a2dc2266f6de0f43f790594558371d757da90339985,2026-04-16T03:35:01
SIEM,Routine configuration change applied on WIN-DC01 by svc_backup,Low,Open,,,2026-02-27T18:52:54
Endpoint,Successful VPN login for user svc_backup from 141.43.208.67,Low,Open,141.43.208.67,,2026-06-06T02:35:12
Linux,Suspicious email attachment quarantined for user guest,Medium,Open,,,2026-01-13T22:18:31
Endpoint,Malware signature fd5c92d797d1c6ab detected by antivirus on WIN-DC01,High,Open,,fd5c92d797d1c6ab702024eca2609b4febcf16cad416d689968cc7732467bed2,2026-01-19T13:41:17
Wazuh,Unusual process spawned by Office application on WEB-SRV02,Medium,Open,,,2026-02-28T06:14:32
Endpoint,New device registered on the corporate network from 72.129.172.118,Low,Open,72.129.172.118,,2026-03-12T02:12:05
Sysmon,Unusual process spawned by Office application on APP-SRV03,Medium,Open,,,2026-07-27T14:00:37
Windows,Malware signature 3faa1925cab3ceb5 detected by antivirus on HR-LAPTOP07,High,Open,,3faa1925cab3ceb566379211628c6845953be71352a4f69229c2672abb612a71,2026-04-26T06:40:48
Firewall,Successful VPN login for user asmith from 22.37.219.5,Low,Open,22.37.219.5,,2026-06-27T00:58:13
Email,Scheduled antivirus scan completed on DB-SRV01 with no threats found,Low,Open,175.56.45.68,,2026-02-23T14:44:19
Zeek,Multiple failed login attempts detected for user asmith followed by a successful login,High,Open,,,2026-06-14T01:06:10
Firewall,"Outdated software vulnerability detected on APP-SRV03, no known active exploit",Medium,Open,,,2026-02-26T03:36:57
Windows,New device registered on the corporate network from 207.181.4.222,Low,Open,207.181.4.222,,2026-06-26T07:28:54
Cloud,New device registered on the corporate network from 50.161.137.189,Low,Open,50.161.137.189,,2026-01-21T21:09:20
Suricata,Repeated DNS requests to newly registered domain from HR-LAPTOP07,Low,Open,,,2026-06-30T14:14:41
